sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
0.32,1,400,39,118,0.98886,8.31,0.4,13.1,10,melted,12.6,7,"chocolate, oats",1.83,3
0.34,7.8,360,49,128,0.99397,8.21,0.4,10.7,8,melted,14.2,7,chocolate,1.4,3
0,5.6,330,8,31,0.9936,8.32,0.51,10.5,6,melted,11.8,7,"nuts, oats, chocolate",1.75,3
0.5,2.3,790,28,71,0.9997,8.5,0.57,9.7,5,cubed,19.2,7,"nuts, oats, chocolate",1.76,3
0.32,10.05,450,37,131,0.99352,8.09,0.33,11.7,10,melted,14,7,raisins,1.61,3
0,2.4,770,18,29,0.9965,8.32,0.6,10,6,cubed,15,7,"nuts, oats, chocolate",1.65,3
0.2,2,750,9,39,0.9987,8.48,0.62,9.3,5,cubed,15.4,7,"nuts,raisins",1.8,3
0.32,1.3,370,39,123,0.992,8.17,0.42,11.2,10,melted,14,7,chocolate,1.19,3
0.38,1.6,1690,27,90,0.99914,8.15,0.65,8.5,5,cubed,20,7,raisins,1.01,3
0.19,5.6,420,22,143,0.99425,8.15,0.63,9.9,7,melted,12.4,7,raisins,1.62,3
0.31,5.3,1370,35,163,0.9951,8.2,0.38,9.3,7,melted,13.2,7,chocolate,1.08,3
0.45,8.3,500,52,196,0.9955,8.18,0.48,9.5,7,melted,12.8,7,chocolate,1.55,3
0.16,6.8,340,65,212,0.9955,8.08,0.39,9,8,melted,13.8,7,chocolate,1.14,3
0.36,2,890,15,55,0.99745,8.31,0.57,10.4,4,cubed,16.8,7,"nuts, oats, chocolate",1.52,3
0.29,16.85,540,23,135,0.9998,8.16,0.38,9,8,melted,15.6,7,raisins,1.04,3
0.23,3.3,520,34,113,0.99429,8.16,0.48,8.4,7,melted,12.4,7,raisins,1.45,3
0.22,2,1000,7,27,0.9967,8.2,0.56,10.2,6,cubed,17.2,7,"nuts,raisins",1.37,3
0.66,15.9,460,26,164,0.9979,8.14,0.5,8.8,8,melted,12,7,raisins,1.68,3
0.26,5.1,510,16,119,0.99416,8.15,0.41,9.2,7,melted,12,7,raisins,1.36,3
0.26,5.45,160,26,90,0.98951,7.84,0.54,13.2,9,melted,14.6,7,"nuts, chocolate",1.12,3
0.49,9.1,310,46,151,0.9926,8.16,0.27,12.7,10,melted,16,7,"nuts, chocolate",1.44,3
0,0.8,370,30,95,0.99032,8.1,0.4,10.9,6,melted,12,7,"nuts,raisins",1.1,3
0.29,1.4,390,13,67,0.9915,8.05,0.49,10.9,8,melted,13.2,7,chocolate,1.79,3
0.3,7.9,390,14,118,0.9942,7.96,0.34,10.4,7,melted,14.8,7,chocolate,1.41,3
0.24,1.2,440,20,102,0.9929,8.28,0.42,10.9,7,melted,16,7,chocolate,1.43,3
0.4,7.5,490,12,76,0.9966,8.06,0.84,9.7,8,melted,16.4,7,chocolate,1.03,3
0.41,8.2,500,15,122,0.9979,8.39,0.49,9.3,7,melted,16.6,7,"nuts, chocolate",1.35,3
0.38,1.2,290,31,132,0.98895,8.28,0.36,12.4,8,melted,10.8,7,chocolate,1.22,3
0.18,6.4,410,28,120,0.99403,8.27,0.5,9.9,7,melted,11.8,7,chocolate,1.18,3
0.17,2.9,870,20,53,1.0004,8.14,0.61,9.4,5,cubed,19.4,7,"nuts,raisins",1.04,3
0.36,2.5,300,12,73,0.99201,8.22,0.48,10.8,8,melted,11.8,7,"nuts, chocolate",1.39,3
0.28,1.3,270,26,101,0.98948,8.35,0.38,12.5,9,melted,11.4,7,chocolate,1.69,3
0.34,2.7,320,24,121,0.9902,8.14,0.38,12.4,9,melted,13.8,7,chocolate,1.84,3
0.43,13,390,64,233,0.99745,8.08,0.38,8.9,7,melted,12.4,7,chocolate,1.95,3
0,6.4,460,43,166,0.994,8.3,0.63,9.9,8,melted,10,7,raisins,1.37,3
0.34,1.2,600,26,111,0.9931,8.51,0.47,10.7,8,melted,15,7,chocolate,1.7,3
0.28,10,550,56,131,0.994,8.22,0.35,10.9,8,melted,12.2,7,chocolate,1.9,3
0.2,20.8,350,58,184,1.00022,8.11,0.53,9,8,melted,12.4,7,chocolate,1.85,3
0.26,5.2,430,40,176,0.99116,8.17,0.41,12.3,8,melted,13.6,7,"nuts, chocolate",1,3
0.25,6.9,560,44,201,0.9955,8.19,0.4,9.1,8,melted,12.2,7,chocolate,1.75,3
0.33,2.8,340,15,85,0.99,8.28,0.51,13.4,8,melted,13.2,7,"nuts, chocolate",1.55,3
0.24,8.45,310,32,172,0.9958,8.39,0.57,9.7,9,melted,12.6,7,chocolate,1.48,3
0.39,7.8,380,61,219,0.9959,8.19,0.5,9.4,7,melted,13,7,raisins,1.33,3
0.37,1.8,320,60,156,0.992,8.11,0.35,11.1,8,melted,14.6,7,chocolate,1.56,3
0.41,12.9,440,79.5,183,0.99742,8.24,0.78,10.2,8,melted,13.6,7,"chocolate, oats",1.34,3
0.37,15,530,59,178,0.9992,8.37,0.82,9.5,9,melted,13.8,7,chocolate,1.09,3
0.42,1.6,570,18,30,0.994,8.29,0.69,11.2,6,cubed,15.8,7,"chocolate, oats",1.41,3
0.32,2.2,820,7,54,0.9966,8.36,0.52,9.4,5,cubed,15.2,7,"nuts, oats, chocolate",1.94,3
0.41,2.9,390,48,122,0.99052,8.25,0.43,12,7,melted,13.4,7,chocolate,1.4,3
0.66,5.8,830,7,42,1.0022,8.07,0.73,10,7,cubed,25.6,7,"nuts, oats, chocolate",1.22,3
0.39,12.4,650,29,119,0.9974,8.16,0.39,9.4,7,melted,15,7,raisins,1.48,3
0.32,16.5,450,44,166,1,8.38,0.46,9.5,8,melted,13,7,chocolate,1.07,3
0.29,3.7,480,14,73,0.9915,8.06,0.45,11.4,8,melted,14.8,7,chocolate,1.33,3
0.25,2.8,750,9,104,0.99779,8.23,0.57,9.7,5,cubed,18,7,"nuts,raisins",1.76,3
0.63,2.9,720,10,26,0.9968,8.16,0.78,12.5,7,cubed,20.4,7,"nuts, chocolate",1.28,3
0.08,1.9,680,28,38,0.99651,8.42,0.82,9.5,6,cubed,13.6,7,"nuts, oats, chocolate",1.96,3
0.49,1.4,750,3,6,0.9969,8.13,0.63,10.4,5,cubed,24.4,7,"nuts, chocolate",1.25,3
0.33,10.4,310,47,194,0.99692,8.07,0.58,9.6,8,melted,15.6,7,raisins,1.2,3
0.33,7.4,370,58,205,0.99495,8.26,0.41,9.6,7,melted,11.8,7,chocolate,1.88,3
0.38,8.1,460,24,155,0.9956,8.33,0.59,10.2,8,melted,13.6,7,chocolate,1.51,3
0.52,7.9,490,35,192,0.99551,8.16,0.51,9.5,8,melted,13,7,chocolate,1.9,3
0.04,18.6,390,38,128,0.9985,8.37,0.57,10.2,8,melted,10,7,"nuts, chocolate",1.91,3
0.35,0.7,510,24,111,0.9916,8.37,0.43,11,5,melted,12.4,7,chocolate,1.15,3
0.27,1.4,570,33,152,0.9934,8.22,0.56,9.5,8,melted,13.2,7,chocolate,1.06,3
0.37,16.95,480,43,190,0.9995,8.03,0.42,9.2,8,melted,14.8,7,chocolate,1.92,3
0.31,18.3,460,40,142,1,8.3,0.41,8.7,7,melted,13.6,7,chocolate,1.44,3
0.48,2.1,1250,15,49,0.998,8.03,0.81,9.7,6,cubed,21.4,7,"nuts, chocolate",1.61,3
0.37,11.3,430,64,173,0.99632,8.08,0.53,9.9,8,melted,13.4,7,chocolate,1.42,3
0.3,2,330,28,92,0.99225,8.39,0.69,10.9,9,melted,11.8,7,chocolate,1.3,3
0.24,2.6,780,28,139,0.99788,8.21,0.57,9.5,5,cubed,18.4,7,"nuts,raisins",1.78,3
0.43,2,710,14,24,0.99428,8.45,0.87,11.2,7,cubed,12.4,7,raisins,1.56,3
0.26,18.35,840,33,139,1.0011,8.17,0.39,8.8,7,melted,15,7,chocolate,1.05,3
0.24,2.5,850,16,53,0.9993,8.06,0.72,11,6,cubed,22.4,7,"nuts, oats, chocolate",1.38,3
0.31,1.9,820,8,24,0.996,8.24,0.69,10.6,6,cubed,16.4,7,"nuts, chocolate",1.48,3
0.31,19.25,430,38,167,0.99954,7.93,0.52,9.1,9,melted,13.8,7,"chocolate, oats",1.55,3
0.21,6.3,410,50,218,0.9941,8.15,0.6,10,7,melted,12.4,7,raisins,1.95,3
0.43,1.4,440,22,113,0.9938,8.22,0.62,10.6,8,melted,14.8,7,chocolate,1.1,3
0.05,1.4,450,12,88,0.9924,8.56,0.82,12.9,8,cubed,11.2,7,"chocolate, peanut butter",1.94,3
0.33,2.4,760,11,47,0.99599,8.27,0.81,11,6,cubed,16.4,7,raisins,1.65,3
0.34,2.5,820,26,35,0.99356,8.22,0.59,12.5,7,cubed,15.2,7,raisins,1.64,3
0.42,1.1,430,63,146,0.99066,8.13,0.72,11.2,9,melted,12.6,7,"chocolate, oats",1.05,3
0.25,20.2,830,35,157,0.99976,8.17,0.5,9.1,7,melted,12.8,7,chocolate,1.21,3
0,6.5,280,33,163,0.9939,8.36,0.61,9.9,8,melted,9.6,7,raisins,1.59,3
0.22,4.6,220,29,107,0.98889,8.33,0.54,13.8,8,melted,10.8,7,chocolate,1.88,3
0.23,9.65,260,26,119,0.99168,8.18,0.53,12.2,8,melted,10.6,7,raisins,1.87,3
0.4,15.4,520,81,198,0.9986,8.2,0.69,9.4,7,melted,13.8,7,chocolate,1.39,3
0.46,1.6,390,38,123,0.993,8.38,0.51,9.7,8,melted,12.4,7,"chocolate, oats",1.15,3
0.34,18.35,540,44,197,1.0008,8.22,0.55,9,7,melted,15.2,7,raisins,1.45,3
0.35,4.6,320,32,148,0.99458,8.15,0.45,11.5,9,melted,17.8,7,raisins,1.21,3
0.29,7.6,350,37,122,0.9939,8.16,0.34,12,7,melted,16.4,7,raisins,1.8,3
0.49,5.8,530,25,120,0.9942,8.01,0.98,10.5,8,melted,12.8,7,chocolate,1.6,3
0.45,7.7,220,31,97,0.99134,8.2,0.7,12.7,9,melted,13,7,raisins,1.16,3
0.2,0.9,540,5,126,0.992,8.1,0.42,10.4,8,melted,13.8,7,"nuts, chocolate",1.86,3
0.04,1.4,360,43,119,0.9894,8.36,0.33,12.1,10,melted,10.4,7,"nuts, chocolate",1.54,3
0.58,7.9,410,62,180,0.9966,8.07,0.38,9,7,melted,15.2,7,chocolate,2,3
0.44,1.9,360,10,119,0.9913,8.01,0.7,12.8,8,melted,15.2,7,chocolate,1.93,3
0.25,2,1040,8,21,0.99769,8.27,0.72,9.6,5,cubed,18,7,"nuts,raisins",1.91,3
0.34,1.3,350,54,110,0.99176,8.07,0.55,11,9,melted,17,7,chocolate,1.76,3
0.28,8.5,300,25,191,0.99338,8.16,0.46,12.2,9,melted,14.2,7,chocolate,1.47,3
0.24,10.3,570,64,185,0.99519,8.12,0.5,10.6,8,melted,13.4,7,"chocolate, oats",1.15,3
0.39,3.3,1140,24,140,0.9934,8.09,0.45,9.2,8,melted,11.8,7,raisins,1.57,3
0.32,1.8,480,25,113,0.9915,8.11,0.47,11.1,8,melted,14,7,chocolate,1.36,3
0.15,1.45,380,10,44,0.99125,8.52,0.4,11.6,6,melted,10.4,7,"nuts, chocolate",1.59,3
0.64,2.2,1110,6,20,0.997,8.26,0.66,11.7,6,cubed,21.2,7,"nuts, chocolate",1.65,3
0.72,17.55,420,62,233,0.9999,7.92,0.68,9.4,6,melted,16,7,"nuts, oats, chocolate",1.15,3
0.47,1.8,1180,6,14,0.9982,8.3,0.75,9.8,6,cubed,21.8,7,raisins,1.66,3
0.12,5.9,410,34,190,0.9944,8.16,0.72,10,7,melted,12,7,raisins,1.47,3
0.35,1.1,540,13,136,0.99366,8.08,0.55,9.5,7,melted,16,7,chocolate,1.42,3
0.66,3.1,1090,10,23,1,8.15,0.85,10.4,7,cubed,23.8,7,"nuts, chocolate",1.27,3
0.49,2.5,880,39,106,0.9966,8.36,0.78,11,5,cubed,14.6,7,raisins,1.91,3
0.29,2.5,590,37,115,0.99328,8.09,0.37,9.8,7,melted,15.2,7,chocolate,1.9,3
0.74,1.4,1720,24,108,0.9932,8.27,0.39,9.9,8,melted,12.6,7,chocolate,1.75,3
0.46,6.9,470,59,183,0.99594,8.2,0.45,9.3,7,melted,13.2,7,chocolate,1.5,3
0.22,2.4,940,5,33,0.99612,8.37,0.58,11,5,cubed,16,7,"nuts, oats, chocolate",1.84,3
0.28,10.4,490,57,205,0.99748,8.24,0.45,9.3,7,melted,15.2,7,"nuts, chocolate",1.8,3
0.28,3.2,350,16,117,0.98959,8.26,0.42,12.6,8,melted,11.8,7,chocolate,1.33,3
0.24,4.9,1580,47,144,0.99471,8.17,0.49,9.4,7,melted,13.2,7,"nuts, chocolate",1.26,3
0.39,1.5,800,41,55,0.99652,8.47,0.73,10.9,6,cubed,18.6,7,raisins,1.11,3
0.4,10.1,1680,19,184,0.99782,8.06,0.62,9.5,7,melted,15.8,7,"nuts, chocolate",1.43,3
0.37,1.65,250,42,103,0.99022,8.11,0.45,11.4,7,melted,13.4,7,chocolate,1.26,3
0.33,3.5,490,10,40,0.9944,8.14,0.36,9.8,8,melted,18,7,chocolate,1.96,3
0.49,7.7,490,61,209,0.9941,8.14,0.3,11.1,9,melted,15,7,chocolate,1.28,3
0.3,1.8,730,31,70,0.99685,8.42,0.59,9.5,6,cubed,14.4,7,raisins,1.83,3
0.21,2.2,880,21,39,0.99692,8.33,0.83,11.1,6,cubed,17.8,7,"nuts,raisins",1.35,3
0.34,2.5,730,16,47,0.99594,8.4,0.78,11.3,7,cubed,16.4,7,chocolate,1.57,3
0.31,2.3,500,32,156,0.9914,8.14,0.51,11.4,8,melted,14.2,7,chocolate,1.06,3
0.36,8.1,350,60,163,0.9952,8.05,0.3,10.3,8,melted,16.4,7,chocolate,1.89,3
0.32,2,440,34,90,0.99185,8.37,0.68,11,9,melted,13,7,raisins,1.24,3
0.33,8.5,420,29,141,0.99546,8.28,0.6,10.4,7,melted,13.2,7,chocolate,1.92,3
0.32,3.7,410,26,76,0.99173,7.9,0.57,10.5,9,melted,13.4,7,"chocolate, oats",1.44,3
0.13,4.5,390,17,116,0.9907,8.42,0.9,13.7,9,melted,11.2,7,"nuts, chocolate",1.82,3
0.28,3,400,19,98,0.99216,8.25,0.47,11.1,8,melted,12.8,7,chocolate,1.51,3
0.29,9.5,420,56,157,0.99586,8.11,0.51,10.1,8,melted,13.6,7,chocolate,1.43,3
0.28,1.3,510,37,187,0.9927,8.27,0.6,10.3,7,melted,13.8,7,raisins,1.33,3
0.31,6,200,18,68,0.98981,8.22,0.29,13.4,9,melted,12.6,7,raisins,1.72,3
0.38,8.1,500,42,173,0.99585,8.3,0.54,9.8,8,melted,14,7,chocolate,1.29,3
0.45,4.2,430,52,131,0.99162,8.06,0.54,11.3,8,melted,13.4,7,"chocolate, oats",1.77,3
0.12,1.9,910,34,124,0.9956,8.44,0.48,10.5,5,cubed,14,7,"nuts,raisins",1.1,3
0.55,16.6,560,53,238,1.0017,7.96,0.58,8.7,8,melted,14.8,7,raisins,1.71,3
0.24,3.3,1010,20,47,0.9988,8.26,0.67,9.6,5,cubed,18.4,7,"nuts,raisins",1.6,3
0.3,3.8,360,34,88,0.99028,8.25,0.63,12.5,9,melted,13,7,raisins,1.74,3
0.45,8.3,500,52,196,0.9955,8.18,0.48,9.5,7,melted,12.8,7,chocolate,1.55,3
0.34,8,570,19,101,0.9954,7.99,0.59,9.4,7,melted,14,7,chocolate,1.78,3
0.26,1.7,330,61,134,0.9903,8.19,0.81,11.9,9,melted,12.2,7,chocolate,1.19,3
0.58,8.2,320,29,169,0.99275,8.28,0.44,12.2,8,melted,13.8,7,"nuts,raisins",1.93,3
0.71,17.35,380,61,228,1,7.95,0.75,9.3,7,melted,16,7,"nuts,raisins",1.59,3
0.28,2.7,480,49,165,0.9952,8.26,0.72,9.5,8,melted,16,7,chocolate,1.4,3
0.33,2.4,800,24,144,0.99655,8.3,0.6,9.5,5,cubed,15.6,7,"nuts,raisins",1.7,3
0.04,2.2,920,13,26,0.99647,8.46,0.47,10,5,cubed,12,7,"nuts,raisins",1.12,3
0.28,7.25,280,14,78,0.99238,7.94,0.37,11.5,9,melted,14.8,7,chocolate,1.96,3
0.37,1.6,490,23,94,0.9924,8.16,0.48,10.9,9,melted,14.4,7,chocolate,1.14,3
0.37,1.7,2630,5,62,0.9971,8,1.09,9.3,5,cubed,17.8,7,"nuts, oats, chocolate",1.78,3
0.19,8.2,510,53,187,0.996,8.16,0.52,9.7,7,melted,14.2,7,chocolate,1.32,3
0.29,1.2,440,12,143,0.9918,8.2,0.48,11.3,9,melted,14.6,7,"chocolate, oats",1.29,3
0.26,7.3,700,36,121,0.9982,8.37,0.49,9.4,5,cubed,14.8,7,"nuts, oats, chocolate",1.37,3
0.32,3.6,260,39,138,0.9892,8.31,0.37,13.1,9,melted,12.4,7,chocolate,1.53,3
0.31,7.35,340,37,154,0.9938,8.06,0.31,10.8,7,melted,15.8,7,chocolate,1.98,3
0.31,8.95,550,20,151,0.9968,8.08,0.54,9.3,7,melted,15,7,chocolate,1.04,3
0.28,1.4,390,12,83,0.99173,8.18,0.65,11.1,7,melted,14,7,chocolate,1.55,3
0.07,2.4,900,11,37,0.9979,8.43,0.76,9.7,6,cubed,14.8,7,"nuts, oats, chocolate",1.91,3
0.18,1.4,560,13,137,0.9935,8.11,0.42,9.5,7,melted,13.6,7,chocolate,1.25,3
0.44,18.75,570,65,224,0.99956,8.11,0.53,9.1,7,melted,13.4,7,raisins,1.18,3
0.35,1.5,490,49,141,0.9934,8.43,0.85,10.2,9,melted,13.2,7,"chocolate, oats",1.87,3
0.25,2.6,810,10,37,0.99685,8.46,0.5,11,5,cubed,13.8,7,"nuts,raisins",1.54,3
0.27,13.9,570,45,155,0.99807,7.94,0.41,8.8,10,melted,14.6,7,"chocolate, oats",1.53,3
0.35,12.5,440,26,72,0.9941,8.17,0.29,11.6,7,melted,14.2,7,raisins,1.67,3
0.31,10.6,350,42,143,0.99572,8.08,0.49,9.8,9,melted,13.4,7,"chocolate, oats",1.81,3
0.26,2,880,23,48,0.9981,8.41,0.74,9.2,6,cubed,15.6,7,"nuts,raisins",1.09,3
0.28,1.7,3680,16,56,0.9968,8.11,1.28,9.3,5,cubed,16.2,7,"nuts,raisins",1.62,3
0.51,4,1040,4,23,0.9996,8.28,0.97,10.1,6,cubed,23,7,"chocolate, oats",1.2,3
0.27,11.4,340,40,174,0.99773,8.2,0.44,9,7,melted,14.4,7,chocolate,1.8,3
0.19,3.5,680,18,101,0.9934,8.03,0.38,9,8,melted,12.8,7,raisins,1.7,3
0.34,1.6,280,32,118,0.9901,8,0.38,12.1,9,melted,15.6,7,chocolate,1.93,3
0.48,1.1,260,23,58,0.99184,7.9,0.5,10.5,8,melted,17,7,"chocolate, oats",1.86,3
0.16,12.55,510,31,115,0.99564,8.4,0.38,10.8,8,melted,10.8,7,chocolate,1.75,3
0.2,2,470,15,60,0.9955,8.36,0.44,10.9,5,cubed,15.4,7,"raisins, oats",1.21,3
0.47,11.4,350,49,128,0.99456,8.03,0.34,10.5,10,melted,11.4,7,"chocolate, oats",1.14,3
0.34,1.5,930,43,136,0.9938,8.25,0.49,9.6,8,melted,12.8,7,"chocolate, oats",1.43,3
0.29,14.4,460,39,118,0.99834,8.05,0.5,9.1,8,melted,13.2,7,chocolate,1.07,3
0.38,7.4,360,20,196,0.99712,8.47,0.48,9.1,8,melted,13,7,raisins,1.25,3
0.29,2.4,380,28,76,0.99088,8.01,0.36,11.7,9,melted,13.8,7,chocolate,1.51,3
0.25,6.2,520,22,106,0.9935,8.09,0.54,10.8,7,melted,13.6,7,chocolate,1.28,3
0.36,10,420,33,169,0.9982,8.23,0.51,9.3,8,melted,16.6,7,raisins,1.14,3
0.09,11.4,440,45,204,0.99713,8.15,0.46,9,7,melted,14.6,7,"chocolate, peanut butter",1.12,3
0.43,7.6,300,30,110,0.99164,8.08,0.59,12.5,10,melted,13.6,7,chocolate,1.78,3
0.34,9.3,520,19,86,0.99574,8.04,0.56,10,7,melted,14.6,7,chocolate,1.23,3
0.04,1.3,360,23,121,0.99228,8.24,0.61,9.9,8,melted,12.2,7,"nuts, chocolate",1.38,3
0.39,1.45,400,40,89,0.9911,8.35,0.4,11.4,9,melted,13.2,7,chocolate,1.1,3
0.15,9.7,480,101,207,0.99571,8.05,0.3,9.1,7,melted,12,7,chocolate,1.56,3
0.42,5.5,710,28,128,0.9973,8.42,0.71,10.5,5,cubed,14.2,7,"nuts, chocolate",1.32,3
0.31,17.95,620,42,187,1.0002,8.27,0.64,9.1,7,melted,14.8,7,raisins,1.43,3
0.26,1.7,510,25,161,0.9946,8.36,0.6,10.6,6,melted,14,7,"nuts, oats, chocolate",1,3
0.31,4.8,1380,41,168,0.9951,8.2,0.38,9.3,7,melted,13.2,7,chocolate,1.62,3
0.24,1.6,460,15,60,0.9928,8.19,0.39,9.8,7,melted,13,7,chocolate,1.48,3
0.24,1.1,410,15,65,0.9927,8.61,0.61,10.3,9,melted,12,7,"chocolate, oats",1.85,3
0.28,1.6,280,13,168,0.99203,8.17,1.06,11.5,8,melted,14.4,7,chocolate,1.87,3
0.28,4.9,350,36,109,0.9918,8.19,0.58,12.2,9,melted,15.4,7,raisins,1.68,3
0.26,1.4,440,46,89,0.99256,8.39,0.48,10.7,9,melted,14,7,"chocolate, oats",1.86,3
0.54,16.3,470,44,181,0.9987,8.04,0.56,8.8,7,melted,13.4,7,raisins,1.85,3
0.24,6.5,440,28,100,0.99348,8.12,0.33,10.2,8,melted,13.4,7,chocolate,1.01,3
0.34,16,500,51,166,0.9985,8.21,0.6,9.2,8,melted,14.2,7,chocolate,1.15,3
0.36,11.5,960,18,92,0.99642,8.11,0.49,9.6,7,melted,13.4,7,"nuts,raisins",1.42,3
0.33,12.8,410,60,168,0.99659,8.1,0.56,9.8,7,melted,13.6,7,raisins,1.61,3
0.02,2.1,1150,6,16,0.99654,8.38,0.69,9.5,5,cubed,13.2,7,"nuts,raisins",1.14,3
0.21,2.2,710,7,28,0.9964,8.28,0.55,9.7,5,cubed,15.2,7,"nuts,raisins",1.38,3
0.34,1.8,570,29,104,0.9959,8.81,0.57,10.3,8,melted,12.8,7,chocolate,1.95,3
0.41,1.7,260,29,140,0.991,8.02,0.78,12.5,8,melted,15.6,7,"chocolate, oats",1.71,3
0.42,14.6,440,45,163,1.0003,8.21,0.69,8.6,9,melted,16,7,chocolate,1.07,3
0.24,17.8,470,42,111,0.99896,8.1,0.45,8.9,8,melted,12,7,chocolate,1.09,3
0.52,3.2,430,28,152,0.99129,8.02,0.53,11.4,8,melted,15.2,7,chocolate,1.39,3
0.36,1.8,840,6,17,0.99704,8.27,0.77,10.8,6,cubed,18.6,7,"nuts,raisins",1.08,3
0.3,2.6,430,34,90,0.99047,7.88,0.47,11.2,8,melted,14,7,"chocolate, oats",1.52,3
0.3,12.8,530,48.5,229,0.9986,8.14,0.49,9.1,9,melted,14.8,7,"chocolate, oats",1.32,3
0.2,18.1,690,33,158,0.99908,8.15,0.5,8.8,8,melted,12.4,7,raisins,1.26,3
0.23,2,720,13,22,0.99438,8.4,0.84,11.2,6,cubed,13.8,7,"nuts,raisins",1.62,3
0.21,8.2,500,51,182,0.99542,8.23,0.48,9.5,7,melted,12.8,7,chocolate,1.31,3
0.25,1.7,340,37,136,0.992,8.47,0.5,10.8,9,melted,12.2,7,raisins,1.64,3
0.49,14.5,600,50,170,0.9991,8.55,0.44,9.8,8,melted,13.6,7,chocolate,1.91,3
0.35,0.9,500,12,74,0.992,8.13,0.38,10.5,8,melted,16.6,7,chocolate,1.04,3
0.5,13.3,530,48,194,0.9974,8.09,0.45,9.4,7,melted,13.6,7,chocolate,1.15,3
0.24,1.4,470,21,106,0.99383,8.52,0.64,10.5,9,melted,14.8,7,"chocolate, oats",1.14,3
0.38,3.8,510,18,129,0.9928,8.21,0.38,11.5,8,melted,16.2,7,chocolate,1.27,3
0.5,18.1,540,50,221,0.99941,7.94,0.64,8.8,8,melted,13,7,chocolate,1.09,3
0.45,2.4,720,32,59,0.99617,8.33,0.77,12,6,cubed,17.4,7,"nuts, chocolate",1.85,3
0.27,10.6,390,31,119,0.99815,8.27,0.3,9.3,8,melted,15.2,7,raisins,1.09,3
0.3,1.5,500,7,175,0.9951,8.11,0.45,9.7,6,melted,18,7,"nuts, chocolate",1.17,3
0.32,4.5,320,58,178,0.98956,8.45,0.31,12.6,9,melted,10,7,chocolate,1.97,3
0.27,4.1,460,50,147,0.99126,8.27,0.56,11.6,8,melted,12,7,chocolate,1.95,3
0.32,12.5,350,18,156,0.99666,7.88,0.36,9,8,melted,13.4,7,"chocolate, oats",1.35,3
0.36,17.2,390,37,130,0.99946,8.23,0.43,8.8,8,melted,12.4,7,chocolate,1.42,3
0.34,8.3,520,44,168,0.99627,8.11,0.52,9.2,7,melted,14.8,7,raisins,1.97,3
0.34,15.1,600,42,162,0.99705,8.24,0.52,10.5,5,melted,13.6,7,chocolate,1.36,3
0.24,5.4,390,60,196,0.9948,8.19,0.78,10,6,melted,14.2,7,chocolate,1.17,3
0.28,1.1,270,32,112,0.99089,8.15,0.45,11,9,melted,13.6,7,"chocolate, oats",1.08,3
0.13,1.7,730,21,165,0.994,7.97,0.58,9.2,8,melted,14.2,7,"nuts,raisins",1.57,3
0.29,2.2,980,5,15,0.9988,8.36,0.49,9.1,5,cubed,17.6,7,"nuts, oats, chocolate",1.41,3
0.21,10.7,980,13,91,0.99657,8.03,0.47,9.3,7,melted,14,7,raisins,1.92,3
0.4,8.7,380,45,154,0.99568,8.2,0.47,10.4,8,melted,14.4,7,raisins,1.25,3
0.46,2.2,330,19,111,0.99045,8.1,0.62,11.9,8,melted,13.4,7,chocolate,1.8,3
0.44,1.2,430,67,150,0.9907,8.14,0.73,11.2,9,melted,12.8,7,"chocolate, oats",1.51,3
0.26,7.9,500,53,180,0.99514,8.14,0.5,9.6,7,melted,12.8,7,raisins,1.79,3
0.41,2.3,830,11,61,0.9982,8.21,0.5,9.5,5,cubed,19.8,7,raisins,1.09,3
0.58,4.1,920,11,24,0.99745,8.29,0.99,12,7,cubed,20.4,7,"nuts, chocolate",1.48,3
0.23,1.2,180,18,128,0.99178,8.05,0.28,10.6,7,melted,12.4,7,chocolate,1.78,3
0.28,1.8,420,62,178,0.99204,8.15,0.42,10.2,7,melted,13.2,7,"chocolate, oats",1.23,3
0.25,1.5,240,21,109,0.99234,8.37,0.58,10.4,8,melted,11.6,7,chocolate,1.11,3
0.27,4.7,310,31,92,0.9922,8.01,0.33,12,8,melted,17,7,chocolate,1.24,3
0.19,2,750,22,47,0.99522,8.39,0.78,10,6,cubed,12,7,"nuts, chocolate",1.48,3
0.08,4,820,26,108,0.99641,8.25,0.51,9.4,5,cubed,14.4,7,"nuts, oats, chocolate",1.27,3
0.44,2.1,1070,34,125,0.9978,8.14,1.22,9.5,5,cubed,18.6,7,raisins,1.66,3
0.49,3.3,700,10,37,1.0003,8.32,0.91,11,6,cubed,23,7,raisins,1.14,3
0.52,1.6,1130,12,37,0.9969,8.25,0.58,9.5,5,cubed,17.4,7,chocolate,1.27,3
0.3,2.9,360,25,79,0.99037,8.29,0.6,12.4,9,melted,12.8,7,chocolate,1.9,3
0.27,8.8,210,57,156,0.99442,8.08,0.38,11,9,melted,15.2,7,raisins,1.28,3
0.04,1.2,600,23,108,0.9934,8.26,0.54,9.2,7,melted,12.4,7,raisins,1.81,3
0.26,1.7,330,61,134,0.9903,8.19,0.81,11.9,9,melted,12.2,7,chocolate,1.63,3
0.49,9,330,39,180,0.9936,8.13,0.38,12.3,10,melted,16,7,raisins,1.29,3
0.5,6.5,480,61,186,0.9948,8.19,0.45,9.6,7,melted,12.4,7,raisins,1.26,3
